source,path,line_no,text
BERT,txt_corpus\BERT_Corpus.txt,4616,"Since its grounds are sacred, they are usually surrounded by a fence made of stone or wood called tamagaki. Access is made possible by an approach called sandō. The entrances are straddled by gates called torii, which are usually the simplest way to identify a Shinto shrine."
BERT,txt_corpus\BERT_Corpus.txt,7213,"At the 2nd century of the Hijra, a new movement arose in the theological school of Basra, Iraq. A pupil of Hasan of Basra, Wasil ibn Ata, left the group when he disagreed with his teacher on whether a Muslim who has committed a major sin invalidates his faith. He systematizee the radical opinions of preceding sects, particularly those of the Qadarites and Jabarites. This new school was called Mu'tazilite (from i'tazala, to separate oneself)."
BERT,txt_corpus\BERT_Corpus.txt,9168,"In Buddhism, karma (from Sanskrit: ""action, work"") drives saṃsāra—the endless cycle of suffering and rebirth for each being. Good, skilful deeds (Pāli: kusala) and bad, unskilful deeds (Pāli: akusala) produce ""seeds"" in the unconscious receptacle (ālaya) that mature later either in this life or in a subsequent rebirth. The existence of karma is a core belief in Buddhism, as with all major Indian religions, and it implies neither fatalism nor that everything that happens to a person is caused by karma. (Diseases and suffering induced by the disruptive actions of other people are examples of non-karma suffering.)"
BERT,txt_corpus\BERT_Corpus.txt,9664,The first appearance of torii gates in Japan can be reliably pinpointed to at least the mid-Heian period; they are mentioned in a text written in 922. The oldest existing stone torii was built in the 12th century and belongs to a Hachiman shrine in Yamagata Prefecture. The oldest existing wooden torii is a ryōbu torii at Kubō Hachiman Shrine in Yamanashi Prefecture built in 1535.
BERT,txt_corpus\BERT_Corpus.txt,9697,"Structurally, the simplest is the shime torii or chūren torii (注連鳥居). Probably one of the oldest types of torii, it consists of two mails with a sacred rope called shimenawa tied between them."
BERT,txt_corpus\BERT_Corpus.txt,9753,"Also called yotsuashi torii (四脚鳥居, four-legged torii), gongen torii (権現鳥居) or chigobashira torii (稚児柱鳥居), the ryōbu torii (両部鳥居) is a daiwa torii whose pillars are reinforced on both sides by square mails. The name derives from its long association with Ryōbu Shintō, a current of thought within Shingon Buddhism. The famous torii rising from the water at Itsukushima is a ryōbu torii, and the shrine used to be also a Shingon Buddhist temple, so much so that it still has a pagoda."
BERT,txt_corpus\BERT_Corpus.txt,10058,"Suganuma is the smallest of the three villages in the World Heritage Site, containing just 8 households and having a population of 40, as of 1994. Records from 1889 reveal that there were then 13 households in the village, making it the 9th largest of the 19 villages in the Kamitaira-mura area. The village is at an altitude of about 330 meters and is situated on a terraced plateau, just 230 meters by 240 meters in size, and with steep mountain slopes to the south. The forests on these slopes are also protected by the World Heritage Site to hold snow back from the village. Felling of trees here is prohibited."
BERT,txt_corpus\BERT_Corpus.txt,12143,"The house of the Hyoshin-tei, along with the west pool, were designed by Kimura Seibei, another yard architect from Urasenke. It allows access of the house by using a technique called shakkei, or ""borrowed landscape."" The composition of the landscape incorporates the roof of the large southern door (Nandaimon) of the temple Tōdai-ji, as well as the three higher hills overhanging Nara: the mounts Wakakusa, Kasuga, and Mikasa. It is framed by the trees of the Himuro sanctuary in the south, and the Tōdai-ji temple in the north. These make the space between the yard and background seem to disappear, producing a continuity which makes the landscape blend in visual harmony. This harmony is reinforced by the absence of any artificial enclosure."
BERT,txt_corpus\BERT_Corpus.txt,12581,"Shrine entrances are marked by a two-mail gateway with either one or two crossbeams atop it, known as torii. The exact details of these torii varies and there are at least twenty different styles. These are regarded as demarcating the area where the kami resides; passing under them is often viewed as a form of purification. More broadly, torii are internationally recognized symbols of Japan. Their architectural form is distinctly Japanese, although the decision to paint most of them in vermillion reflects a Chinese influence dating from the Nara period. Also set at the entrances to many shrines are komainu, statues of lion or dog like animals perceived to scare off malevolent spirits; typically these will come as a pair, one with its mouth open, the other with its mouth closed."
BERT,txt_corpus\BERT_Corpus.txt,12610,"At new year, many shrines sell hamaya (an ""evil-destroying arrows""), which people can purchase and keep in their home over the coming year to bring good luck. A daruma is a round, paper doll of the Indian monk, Bodhidharma. The recipient makes a wish and paints one eye; when the goal is accomplished, the recipient paints the other eye. While this is a Buddhist practice, darumas can be found at shrines, as well. These dolls are very common. Other protective items include dorei, which are earthenware bells that are used to pray for good fortune. These bells are usually in the shapes of the zodiacal animals. Inuhariko are paper dogs that are used to induce and to bless good births. Collectively, these talismans through which home to manipulate events and influence spirits, as well as related mantras and rites for the same purpose, are known as majinai."
BERT,txt_corpus\BERT_Corpus.txt,12618,"The season of the new year is called shogatsu. On the last day of the year (31 December), omisoka, practitioners usually clean their household shrines in preparation for New Year's Day (1 January), ganjitsu. Many people visit barlic shrines to celebrate new year; this ""first visit"" of the year is known as hatsumōde or hatsumairi. There, they buy amulets and talismans to bring them good fortune over the coming year. To celebrate this festival, many Japanese put up rope known as shimenawa on their homes and places of business. Some also put up kadomatsu (""gateway pine""), an arrangement of pine branches, plum tree, and bamboo sticks. Also displayed are kazari, which are smaller and more colorful; their purpose is to keep away misfortune and attract good fortune. In many places, new year celebrations incorporate hadaka matsuri (""naked festivals"") in which men dressed only in a fundoshi loincloth engage in a particular activity, such as fighting over a specific object or immersing themselves in a river."
BERT,txt_corpus\BERT_Corpus.txt,12702,A shinboku is a sacred tree located in a Shinto shrine sometimes indicated by shimenawa. It also be seen as a god's shintai. These trees surrounding the shrine are seen as part of the shrine itself.
BERT,txt_corpus\BERT_Corpus.txt,12706,"With the exception of the cross-beams, people also use shimenawa to decorate torii. The type of torii using only shimenawa as cross-beams is known as shimenawa torii, which consist of only two mails and a shimenawa; these torii are intended to be temporary instead of permanent."
BERT,txt_corpus\BERT_Corpus.txt,12708,"Similar to shimenawa, torii also have meaning in Shinto, representing a gate to the world, people, or any relationship. The purpose of torii and shimenawa is the same, in bringing lost people to the kami-filled world."
BERT,txt_corpus\BERT_Corpus.txt,16577,"A bema is an elevated platform used as an orator's podium. The term can refer to the raised area in a sanctuary. In Jewish synagogues, where it is used for Torah reading during services, the term used is bima or bimah."
BERT,txt_corpus\BERT_Corpus.txt,26755,"In ancient India, architects would also function as interior designers. This can be seen from the references of Vishwakarma the architect—one of the gods in Indian mythology. In these architects' design of 17th century Indian homes, sculptures depicting ancient texts and events are seen inside the palaces, while during the medieval times wall art paintings were a common feature of palace-like mansions in India commonly known as havelis. While most traditional homes have been demolished to make way to modern buildings, there are still around 2000 havelis in the Shekhawati region of Rajasthan that display wall art paintings."
BERT,txt_corpus\BERT_Corpus.txt,27445,"Wabi-sabi is a sense of beauty that lies on the opposite shore of opulence and luxury, and emerges especially in such times of splendor. In Rikyu’s time, the spirit of wabi-cha spread as just such a counter-reaction, precisely because there were people who pursued that glamorous world of gold and silver. Similarly today, there are those who seek to achieve a more comfortable and advanced society, while others seek to return to a simple and rustic lifestyle. It is not that one is superior to the other, but that they may be like light and shadow. If so, the more mature international society becomes, the more this aesthetic of “wabi-sabi” will be sought after. In this day and age, Japanese crafts are attracting attention worldwide because more and more people are seeking such an aesthetic sense. As such the wabi-sabi aesthetic is of great value for our future."
BERT,txt_corpus\BERT_Corpus.txt,27530,"Oku literally, signifies, private, intimate and deep experience. It is reflected in architecture, paintings and yards, where one spatially moves around. Compared to this, the Japanese concept of Ma (間 ) relates more to the Time, as the gap, space, or pause or distance in time, between the edges, the start and end, or temporal interventions. Ma is the time, life needs to breathe, feel and connect."
BERT,txt_corpus\BERT_Corpus.txt,27531,"Oku is a sense of penetrating the layers of an onion, without a center and so has nothingness or is non-existential. It leads one to move deeper. It is a journey to find the truth within nature, complex situations, asymmetries and irregularities."
BERT,txt_corpus\BERT_Corpus.txt,27559,"In Kyoto, it is also famous for placing rocks called ikezuishi (いけずstone) at the corners of houses and shops in narrow alleys. Ikezuishi is used as landscaping stones to harmonize with the surrounding environment, but is also used for the purpose of preventing illegal parking or entry of vehicles. If Ikezuishi is installed in this way, drivers will have to go around the boundaries of the site to avoid hitting rocks, and homeowners will be able to minimize unexpected collision accidents or damage to walls. In addition to natural stone, stone sculptures, concrete sculptures, ceramics and flower pots are also used."
BERT,txt_corpus\BERT_Corpus.txt,27634,"Konnichiwa, it’s me! I found the stone at the corner of the court yard of Shogetsu. The stone is called tomeishi. You can find it at Japanese traditional yards or tea yards. Tome means stop and ishi means stone. Stop-stone? Now, can you guess what it is for?"
BERT,txt_corpus\BERT_Corpus.txt,27663,"One likely cause of the appearance of the engawa is the evolution of the roof, both in functional sense and symbolic sense. Tracing back to Japan’s prehistorical period, roof instead of walls has been the main body for protection which extend from the ridgepole all the way to the ground. Soon later, walls were adopted but the roof still played an important role in protecting the dwelling from rain and sun. In Japan, where driving rains are frequent, deep eaves are essential to protect the interior. This great depth was achieved when machiya (townhouses) within the city of the ancient period adopted a gently sloping hisashi (peripheral section) in addition to the moya (core section). This typology spreaded from the capital to the provincial towns and became a characteristics of the Ancient period, while the technique was incorporated into the aristocratic shinden style in the Heian period. This evolution of the roof naturally created deep covered space under the eaves where the extension of the interior flooring would become the engawa that seem to project out of the house. Therefore in this sense, the engawa reflects a space that serve as a refuge. It is a space where the earthed ground, the engawa deck and the roof would come together, in whole form a place of protection for man."
BERT,txt_corpus\BERT_Corpus.txt,27669,"A quite different perspective from the influence of the Zen Buddhism is Shinto, Japan’s indigenous religion. Some scholars observe that engawa is the bearer of social thresholds as well as the result of a “strict sense of cleanliness and dirt”, sharing similar symbolic meaning as the genkan. This approach of “socially constructed meaning of space” tries to understand the way people interact and use social space under the social setting at that time. Engawa becomes the soft boundary between indoor and outdoor, where people would leave their shoes on the stepping rock before stepping up to the engawa, and there is a stone water-basin that can be used from the engawa for washing one’s hands."
BERT,txt_corpus\BERT_Corpus.txt,27678,"Judging from its detail and formal expression, this interpretation of the engawa is an unsuccessful one, and there is reasons to suspect that the idea of “engawa” was added on after discovering the possibilities of providing sitting space outside the structure. Although the poles and roof structure is in wood, the abrupt change into the use of concrete for the “engawa” and the ground detaches the “engawa” from the architecture. In addition, the “engawa” being more like a solid volume constructed from the ground causes it fail to capture the lightness of an extended plane from the architecture and the suggestive connectivity between the inside and outside. Together with the dense spacing of the poles and the lack of horizontal elements, the space resembles more of niches on the exterior elevation than of the authentic engawa."
BERT,txt_corpus\BERT_Corpus.txt,27681,"The project’s idea is the connection between old and new, and in here the architect claims to employ the re-interpretation of traditional engawa at certain spaces. On the exterior, horizontality is emphasizee with a meandering path. The overall material scheme is of aluminium for the city side and wood for the yard side, while it forms “a biological skin that gently adapts to different environments while interacting with them”. The engawa is the part of the path that meet the yard. It shares the same wood material as the interior (opposite the glass panels) and run parallel to the “yard” of masonry floorings and sunken platforms. A screen made from wood and aluminium resembles the panels between the Japanese house and the yard."
BERT,txt_corpus\BERT_Corpus.txt,27782,"Minagawa Village's ‘Free Space’ is a large 縁側Engawa-like space which can also be used as a semi-exterior space integrated with the yard. Engawa is the traditional spatial element of the Japanese architecture, which is the intermediate area between the interior and the exterior. Engawa is utilizee as a space to go in and out, move between rooms, observe the exterior, to welcome visitors, and so on In other words, it is a ‘nonfunctional but versatile’ space, which is also observed in the free space of Minagawa Village. When all the sliding doors are open, the space becomes a climate-responsive semi-exterior space, allowing airflow."
BERT,txt_corpus\BERT_Corpus.txt,27931,"This sequence of elements generates a typical gradation of light from the bright exterior to dark interiors, conditioning the way of perception and residence of the space. Inside rooms, the “void” characterizee by the absence of light counterbalances with nature represented in interlocked exterior yards. In this sense, Japanese architecture frequently uses yards as a landscape background by means of the technique known as shakkei or “borrowed scenery”"
BERT,txt_corpus\BERT_Corpus.txt,27932,"Superfluous or redundant elements constitute a distraction in the meditative pursuit of the essence. Thus, the design of neutral spaces reflecting the aesthetic concepts of wabi, sabi and shibui is crucial to achieve a transcendent knowledge. Wabi refers to the elimination of everything superfluous. Sabi connects with the passage of time, which in Japan has an aesthetic value, and shibui is related to abstraction. Therefore, Japanese neutral spaces invite us to experience the mystery of emptiness, to detach ourselves from the phenomenological world, while nature becomes a catalyst to achieve satori."
BERT,txt_corpus\BERT_Corpus.txt,27979,"The Japanese word ki 気 (for example in kūki 空気) is translated as “atmosphere”, “essence,” “air,” “mood,” and “feelings”, as well as “pneuma” and “the spirit inherent in things”. However, ki is “grasped as designing in space” because it also refers to the spatializing space alongside the spatializee space. It resides in-between various dichotomies and even consists of the in-between per se. Kisho Kurokawa describes the concept of “in-betweenness,” “interpenetration existing in symbiosis” or “intermediary zone” as the main aesthetic quality in Japanese architecture. Taking this in-between-ness as the departure point, he also states that his interpretation of Japanese aesthetics is based on symbiosis. The dichotomies leading to in-between-ness interrelate and construct a unified and symbiotic body, which is echoed in the concept of aidagara 間柄, which is also described in detail by Watsuji Tetsurō (1996). The meaning of aidagara in Watsuji relates to the concepts of relationality and between-ness. Watsuji’s between-ness is the way we relate with others in a social context, and though the whole is more than the sum of its parts, individuals and community are interdependent. To define aidagara, Watsuji utilizes the concept of ningen sonzai 人間存在, in which nin 人 means “person” and gen 間 means “between” while sonzai 存在 refers to “existence”. Ningen sonzai corresponds to the existence of a human being, however, in a duality between private and barlic, and between spatial and temporal."
BERT,txt_corpus\BERT_Corpus.txt,27981,"Like aidagara and ki, there are manifold Japanese terms paving the way for interpreting Japanese architecture within a literary, and thus narrative, context. In this respect, Michael Lazarin, a scholar of the phenomenology of Japanese architecture, highlights three important keywords—en 縁, ma 間, and mu 無—in understanding the essence of Japanese spatial design. According to Lazarin, the core of Japanese architecture resides in the transitional spaces between the rooms, rather than in the rooms themselves. In Japanese, this transitional space is called en, meaning “edge” and “connection” (Lazarin 2014). In this respect, en becomes associated with the concept of aidagara, which this time is constructed between the spaces. Moreover, en can be directly found in Japanese architectural terminology: engawa 縁側 is a porch or veranda connecting rooms, like a hallway in a form continuing along at least one side of the dwelling or temple structure in order to view the yard. It is a wooden platform without mats on the floor. In advanced examples, engawa surrounds the entire structure as a ring in four directions. If the floor is covered with mats, it is topped by hisashi 廂, meaning “pent roof,” with “the galleries’ pent roof extending from the main roof”, which etymologically comes from the expression hi ga sasu 日 が射す, meaning “where the sun shines” . As also referred to by Isozaki Arata, en is a kind of hashi 橋, that is, a “bridge” between the rooms, the floor and the roof, the interior and the exterior, the building and the city, and between architecture and nature."
BERT,txt_corpus\BERT_Corpus.txt,27986,"From Tanizaki’s descriptions of Japanese aesthetics, it is possible to make a two-sided reading: a contrasting duality and transience. On the one hand, Kurokawa (2020) states that the Japanese equivalent of the concept of “duality” or having a “double code” in an aesthetic context is called wabisabi 詫寂 (詫び寂). Wabi 詫 (詫び) means “the beauty to be found in poverty and simplicity,” while sabi 寂 is the “patina” as well as “elegant simplicity”. He adopts the concept of wabi-sabi as a “symbiotic aesthetic”, and quotes Tanizaki’s (2001) symbiotic reading based on the golden lacquerware on a dark night “implying both splendor and simplicity” (Kurokawa 2020). However, in complaining about the conceptual pollution in this term, he prefers to rename wabi-sabi as hanasuki 花数寄—hana 花 means “symbiosis of heterogeneous elements, of disparate moods or feelings” (Kurokawa 2020), while suki 数寄 refers to refined taste. To justify the use of the term hanasuki, which refers to a symbiotic aesthetic, Kurokawa refers to the great tea master Sen no Rikyū and his symbiotic wabi tea balancing in an ostentatious tea room. This symbiosis, according to Kurokawa, led Rikyū “to develop wabi into an aesthetic of nothingness, of death”."
BERT,txt_corpus\BERT_Corpus.txt,28150,"Engawa is a system for visualizing what is happening within a space and transmitting this information to the outside. In recent years, more and more people are participating in exhibitions and other events using various methods besides actually going to the venue, including participating remotely through live video broadcasts, social media, and so on. In addition, both those who went to the event, as well as those who did not, can watch and comment on the archived footage. In this way, participants can exchange information with each other across different spaces and times, leading to a sense of unity and generating excitement for the event. With this point in mind, we developed engawa. The purpose of engawa is to communicate what is going on at an event in real time, in order to stir up excitement for the event. Although an effective way to communicate what is happening at an event is livestreaming video, capturing participants on video is problematic due to privacy reasons. Thus, we developed engawa, a system which recreates the movements of the participants in real time using CG, allowing one to livestream video while also protecting the privacy of the participants."
BERT,txt_corpus\BERT_Corpus.txt,28210,"The engawa is a Japanese-style veranda that exists as a space between indoor living and the outdoors. Its roots are thought to lie in awnings of the Heian period (794 to 1185) that allowed sheltered movement between the various buildings at estates owned by nobles. However, its history as a common feature in homes dates back only about a century."
BERT,txt_corpus\BERT_Corpus.txt,28219,"Sitting quietly on an engawa is a calming, soothing experience. While you are inside a house, you can still take in the atmosphere outside as it changes with the seasons."
BERT,txt_corpus\BERT_Corpus.txt,28223,"In the heat of summer, the engawa is a place to go when the sun has set. You can sit with friends in the evening and enjoy some takeout pizza and beer. There is no need for air conditioning when you sit there in the cool evening breeze after a bath, looking up at the starry sky."
BERT,txt_corpus\BERT_Corpus.txt,28241,"The guest house’s engawa is a place for lodgers to gather, set up tables, and get to know each other over breakfast."
BERT,txt_corpus\BERT_Corpus.txt,28251,"The Gulbenkian Museum project in Lisbon emsuspenders the Japanese concept of Engawa, a transitional space that lies between indoors and outdoors. In traditional Japanese architecture, the Engawa acts as a threshold, allowing a seamless connection between the interior and nature. Engawa is an invitation for visitors to experience the quiet harmony between architecture and landscape, fostering interaction with the environment."
BERT,txt_corpus\BERT_Corpus.txt,28260,"A traditional Japanese house has an area called engawa, the so-called edge of the house. Used as a type of veranda, an engawa has the role to connect the inside of the house with the outside. Read more about it in this article."
BERT,txt_corpus\BERT_Corpus.txt,28261,"A traditional Japanese house is equipped with a unique area called engawa. An engawa is a boarded floor running along the outside of a traditional Japanese home and is often used as a type of veranda. In English, engawa literally translates as ‘edge side’. Just as it’s pictured in the photo above, the engawa is the edge of the house that sticks out."
BERT,txt_corpus\BERT_Corpus.txt,28273,"Not only that, but they allow sunlight and moonlight into the room, which gives rooms with washi-based shōji a dreamlike, beautiful atmosphere. This is a sight that can only be seen in a truly traditional Japanese building."
BERT,txt_corpus\BERT_Corpus.txt,28328,"1 The interior or heart of something. The furthermost, innermost or ultimate space in a sequence of spaces. 'The space beyond', for example daidokoro no oku ni shinshitsu ga aru 台所の奥に寝室がある means there is a sleeping room beyond the kitchen. The innermost recesses of a space. For example monooki-no-oku 物置の奥 means the back of a cupboard."
BERT,txt_corpus\BERT_Corpus.txt,28330,"3 The rear room at the upper end *kamite 上手 of a building with a *hirairi 平入 structure (in other words an entrance on the non gabled side). Found in vernacular houses *minka 民家, of the Edo period in parts of Aomori and Nara prefectures and also widely in the Kantou 関東 region. The oku is a formal reception room *zashiki 座敷, equipped with a decorative recess or alcove *tokonoma 床の間, alternatively referred to as *okuzashiki 奥座敷, okunoma 奥の間 or oku-no-dei 奥の出居."
BERT,txt_corpus\BERT_Corpus.txt,28368,"The Jojoin Yard at Kiyomizu Temple is known as the moon yard, as the moon’s reflection on the central pond transfixes twilight viewers. The perfectly placed stones and manicured bushes surrounding the pond were designed to appear as if the scenery blends into the landscape of Mount Kodaiji, the revered mountain overlooking Kyoto, and Kiyomizu Temple (established in 778). The ancient landscape technique, in which the yard appears to effortlessly harmonize with the surrounding natural scenery, has become known as 借景 (read shakkei)."
BERT,txt_corpus\BERT_Corpus.txt,28374,"In simple and non-technical words, shakkei is the incorporation of elements appropriated from the natural environment into the design of a yard, so the landscape blends seamlessly into the aesthetics of surrounding mountains or forests. Shakkei is also be said to be incorporated in the design of tall Japanese structures, notably pagodas."
BERT,txt_corpus\BERT_Corpus.txt,28382,"If you are fortunate enough to have a view that speaks to you, there’s an ancient technique you can use to make that distant landscape a part of your yard. It’s called shakkei."
BERT,txt_corpus\BERT_Corpus.txt,28386,"Shakkei is an ancient concept that was used in Japan long before anyone gave it a name. Bringing distant landscapes into yards, for example, was practiced in Japanese yards as early as the Heian period (794 to 1185 AD) when the Japanese court moved the country's capital to what is now Kyoto. It was also practiced during the Muromachi period from 1336 to 1558, Pogue said."
BERT,txt_corpus\BERT_Corpus.txt,28413,"Continuing with my series of Japanese artistic concepts that can be applied to photography, shakkei is an originally Chinese concept often used in traditional yards throughout Japan. The idea is to incorporate the existing background landscape into the design of the yard, providing a back layer to the scene that seamlessly blends with the yard enclosure."
BERT,txt_corpus\BERT_Corpus.txt,28426,"Hamarikyu is probably one of the greatest yards to observe our modern form of ‘shakkei’, or borrowed scenery. The stretch of dark rippling inlet waters of the ocean that quietly creep at its feet intensifies the effect of the steely giants, which soar beyond. Shakkei is a concept in Japanese yarding that has been used for centuries, and which gathered popularity during the Edo era. Of this time, great natural scenery was desired: textured mountains of woolly woods and sleek snow-capped peaks, long peninsulas extending into the azure abyss. This clever incorporation “captured alive” (‘ikedori’) these features adding a fourth plane to the yard and enhancing its composition."
BERT,txt_corpus\BERT_Corpus.txt,28464,"Within traditional Japanese interiors, the tokonoma is a key element that embodies ""Ma."" This recessed alcove is designed to display art and objects of cultural or seasonal significance, such as hanging scrolls with calligraphy, paintings, ikebana arrangements, or pottery. However, it’s not just the objects on display that matter—the empty space around them is equally significant. This deliberate use of emptiness creates a balance between presence and absence, enhancing the beauty and meaning of the display."
BERT,txt_corpus\BERT_Corpus.txt,28502,"If you are still wondering about the meaning of Wabi Sabi, keep reading. In the sections below, we explain what Wabi Sabi means and how it shapes Japanese aesthetics. We hope this article will help you understand this beautiful concept more clearly."
BERT,txt_corpus\BERT_Corpus.txt,28515,"Through the explanation of Wabi Sabi, you now have a general understanding of its meaning. Next, we want to explore how to live in a Wabi Sabi way. Wabi Sabi is a captivating concept in Japanese aesthetics that helps us see beauty in imperfection, appreciate simplicity, and accept the transient nature of all things. Its timeless wisdom is more relevant than ever as we look for new ways to approach life’s challenges and find meaning beyond materialism."
BERT,txt_corpus\BERT_Corpus.txt,28520,"At the heart of Wabi Sabi is a perspective that invites us to see imperfect and asymmetrical things as unique and beautiful because of their flaws. It is about finding elegance in the imperfect, wisdom in the unrefined, and charm in the irregular."
BERT,txt_corpus\BERT_Corpus.txt,28524,"Wabi Sabi is a quiet, unassuming beauty that patiently waits to be discovered. It inspires us to embrace simplicity and look beneath the surface to appreciate the deep beauty hidden in ordinary things. It is a shift in perception, a realization that there is allure in imperfections and charm in irregularity."
BERT,txt_corpus\BERT_Corpus.txt,28629,"The Japanese concept of Ma has been described as a pause in time, an interval or emptiness in space. Ma is the time and space life needs to breath, to feel and connect. If we have no time, if our space is restricted, we cannot grow. This universal principle applies to every aspect of life."
BERT,txt_corpus\BERT_Corpus.txt,28644,In its architectural context Ma refers to the dimension of space between the structural mails of an interior. The layout is intentionally designed to encompass empty space – energy filled with possibilities.
BERT,txt_corpus\BERT_Corpus.txt,28647,"As a philosophical concept Ma relates to our intrinsic need as humans to identify with purpose, to aspire and personify our lives. Ma is the space within which we exist, the space we appear from – the meaning is there to be discovered."
BERT,txt_corpus\BERT_Corpus.txt,28652,"""The Japanese concept of Ma is something that relates to all aspects of life. It has been described as a pause in time, an interval or emptiness in space. Ma is the fundamental time and space from which life needs to grow. Space for the Japanese psyche directly impacts the individual’s progress. These principles are universal, when applied effectively they enhance the way one thinks and how one engages with one’s surroundings. Japanese can visually identify with the meaning of Ma from its kanji symbol. Ma combines door 門 and sun 日. Together these two characters depict a door through the crevice of which the sunlight peeps in 間."""
BERT,txt_corpus\BERT_Corpus.txt,28692,"While the notion of ma is particularly present in Japanese art and aesthetics, it's also essential to understand how it affects human relations and Japanese culture. The ma is the space between two things, not considered an absence that separates, but as a relationship. Let's see a few examples to understand more clearly."
BERT,txt_corpus\BERT_Corpus.txt,28856,Ma is the silence between musical notes that gives pause and meaning to the notes themselves.
BERT,txt_corpus\BERT_Corpus.txt,28865,"MA is the emptiness full of possibilities, like a promise yet to be fulfilled."
BERT,txt_corpus\BERT_Corpus.txt,28897,"Ma means emptiness in Japanese, but it is a conscious and meaningful emptiness. It is a pause in time and space to which everything owes its existence."
BERT,txt_corpus\BERT_Corpus.txt,28926,"I have recently been reading Alex Kerr’s intriguing book, Lost Japan. It was a serendipitous moment picking it up in the local bookshop. What a book about such an amazing life journey. It is the concept of Mathat captures my curiosity. Kerr explains, “‘Ma’ — the special appeal of Japanese music lies almost completely in its rhythms, which involve delicate variations and delays between notes, known as ma (spaces)”, he writes, “Ma are everything”."
BERT,txt_corpus\BERT_Corpus.txt,28962,"Essentially, Ma is the pure void between all things. It’s the celebration of that negative space many tend to ignore or forget. According to Japanese lifestyle hub Wawaza, “Ma is the emptiness full of possibilities, like a promise yet to be fulfilled.”"
BERT,txt_corpus\BERT_Corpus.txt,28976,"Wiki Steal: Ma (間) (literally, ""gap"", ""space"", ""pause"") is the term for a specific Japanese concept of negative space. In traditional Japanese arts and culture, ma refers to the artistic interpretation of an empty space, often holding as much importance as the rest of an artwork and focusing the viewer on the intention of negative space in an art piece."
BERT,txt_corpus\BERT_Corpus.txt,29038,"“MA is the pause and space in a dance. Even the movement stops, the emotion continues.”"
BERT,txt_corpus\BERT_Corpus.txt,29059,“MA is a moment of nonverbally indicating a collective GO for the next movement.”
BERT,txt_corpus\BERT_Corpus.txt,29060,"While MA is a “private” feeling (and can also emerge in a solo with no physical partners), it often names a shared moment:"
BERT,txt_corpus\BERT_Corpus.txt,29068,"Manning conceives of the body as “more-than-one” or “at least two.” We read this “more-than-one” together with Isozaki's “original difference immanent in things.” For Isozaki, the understanding of MA “extensionally” is, as being in between things or between the body and the world “…must have attained common usage only after the importation of Western ideas”. In his discussion of MA thinking in a very different context (organizational management and innovation), Kodama also describes MA as a holistic phenomenon: “Ma is the holistic relationship that enables connection of continuous and discontinuous events and matters”."
BERT,txt_corpus\BERT_Corpus.txt,29108,"The Japanese term for negative space…a gap, pause, or open space…is “Ma.” The concept of negative space in art and design is essential to the composition. Ma is the principle of creating interruptions or absences…moments of awareness and quiet…a free zone where dissimilar things can reconcile. Empty space provides both support and a respite from the other elements of the design…a quiet place for the eye to rest and allow for differences to be reconciled."
BERT,txt_corpus\BERT_Corpus.txt,29195,"Essentially, Ma is the pure void between all things. It’s the celebration of that negative space many tend to ignore or forget. According to Japanese lifestyle hub Wawaza, “Ma is the emptiness full of possibilities, like a promise yet to be fulfilled.”"
BERT,txt_corpus\BERT_Corpus.txt,30177,"In summer they are often removed completely, opening the house to the outside—a desirable arrangement in Japan because of the extreme humidity. The Shōji is a feature of the shoin style, which first appeared in the Kamakura period (1192 to 1333)."
BERT,txt_corpus\BERT_Corpus.txt,30238,"The most famous exponent of the tea ceremony was Sen Rikyū, an aesthete at the 16th century court of the military dictator Toyotomi Hideyoshi, who codified the ceremony into a style known as wabi-cha (meaning roughly “simplicity,” “quietude,” and “absence of ornament”), which still enjoys popularity in Japan. The preference of the wabi tea masters for simple, seemingly rustic objects for use in the tea ceremony led to the production of tea utensils in this style. Sen and other developers of the tea ceremony emphasizee the following four qualities: harmony between the guests and the implements used; respect, not only among the participants but also for the utensils; cleanliness, derived from Shintō practices and requiring participants to wash their hands and rinse their mouths as symbolic gestures of cleansing before entering the cha-shitsu; and tranquillity, which is imparted through long and caring use of each article of the tea ceremony."
BERT,txt_corpus\BERT_Corpus.txt,31357,"Unfortunately for ethical egoism, the claim that everyone will be better off if each person does what is in his own interests is incorrect. This is shown by thought experiments known as “prisoner’s dilemmas,” which played an increasingly important role in discussions of ethical theory in the late 20th century. The basic prisoner’s dilemma is an imaginary situation in which two prisoners are accused of a crime. If one confesses and the other does not, the prisoner who confesses will be released immediately and the prisoner who does not will be jailed for 20 years. If neither confesses, each will be held for a few months and then released. And if both confess, each will be jailed for 15 years. It is further stipulated that the prisoners cannot communicate with each other. If each of them decides what to do purely on the basis of self-interest, he will realize that it is better for him to confess than not to confess, no matter what the other prisoner does. Paradoxically, when each prisoner acts selfishly—in other words as an egoist—the result is that both are worse off than they would have been if each had acted cooperatively."
